cell_lat,cell_lon,total,weekly_avg
5.0,-85.0,375,0.13953859238783756
5.0,-80.0,198,0.07367637678077822
5.0,-75.0,162,0.06028067191154582
5.0,-70.0,5,0.0018605145651711672
5.0,-65.0,3,0.0011163087391027004
5.0,-60.0,2,0.000744205826068467
5.0,-45.0,14,0.005209440782479268
5.0,-40.0,98,0.03646608547735488
5.0,-35.0,52,0.01934935147778014
5.0,30.0,14,0.005209440782479268
5.0,35.0,16,0.005953646608547736
5.0,40.0,16,0.005953646608547736
5.0,55.0,45,0.016744631086540507
5.0,60.0,49,0.01823304273867744
5.0,75.0,1,0.0003721029130342335
5.0,80.0,1,0.0003721029130342335
5.0,85.0,3,0.0011163087391027004
5.0,90.0,688,0.2560068041675526
5.0,95.0,33,0.012279396130129704
5.0,105.0,4,0.001488411652136934
5.0,110.0,1,0.0003721029130342335
5.0,115.0,20,0.007442058260684669
5.0,120.0,434,0.16149266425685732
5.0,125.0,1628,0.6057835424197321
5.0,130.0,11,0.004093132043376568
5.0,135.0,35,0.01302360195619817
5.0,140.0,17,0.006325749521581969
5.0,145.0,11,0.004093132043376568
5.0,150.0,2,0.000744205826068467
5.0,155.0,1,0.0003721029130342335
5.0,175.0,1,0.0003721029130342335
10.0,-130.0,1,0.0003721029130342335
10.0,-115.0,1,0.0003721029130342335
10.0,-110.0,1,0.0003721029130342335
10.0,-105.0,25,0.009302572825855837
10.0,-100.0,1,0.0003721029130342335
10.0,-95.0,530,0.19721454390814372
10.0,-90.0,605,0.22512226238571123
10.0,-85.0,23,0.008558366999787369
10.0,-80.0,5,0.0018605145651711672
10.0,-75.0,14,0.005209440782479268
10.0,-70.0,17,0.006325749521581969
10.0,-65.0,104,0.03869870295556028
10.0,-60.0,18,0.006697852434616202
10.0,-55.0,1,0.0003721029130342335
10.0,-50.0,25,0.009302572825855837
10.0,-45.0,85,0.031628747607909846
10.0,-30.0,1,0.0003721029130342335
10.0,-25.0,1,0.0003721029130342335
10.0,-15.0,2,0.000744205826068467
10.0,35.0,13,0.004837337869445035
10.0,40.0,114,0.04241973208590261
10.0,45.0,41,0.015256219434403572
10.0,50.0,89,0.033117159260046776
10.0,55.0,147,0.05469912821603232
10.0,80.0,2,0.000744205826068467
10.0,90.0,321,0.11944503508398893
10.0,95.0,59,0.021954071869019775
10.0,100.0,1,0.0003721029130342335
10.0,105.0,1,0.0003721029130342335
10.0,110.0,1,0.0003721029130342335
10.0,115.0,45,0.016744631086540507
10.0,120.0,460,0.17116733999574738
10.0,125.0,510,0.18977248564745905
10.0,130.0,1,0.0003721029130342335
10.0,135.0,37,0.013767807782266637
10.0,140.0,648,0.24112268764618328
10.0,145.0,263,0.0978630661280034
10.0,150.0,1,0.0003721029130342335
10.0,170.0,1,0.0003721029130342335
15.0,-160.0,38,0.014139910695300871
15.0,-155.0,1,0.0003721029130342335
15.0,-120.0,6,0.0022326174782054007
15.0,-115.0,2,0.000744205826068467
15.0,-110.0,162,0.06028067191154582
15.0,-105.0,224,0.08335105251966829
15.0,-100.0,303,0.11274718264937274
15.0,-95.0,215,0.08000212630236019
15.0,-90.0,48,0.017860939825643206
15.0,-85.0,38,0.014139910695300871
15.0,-80.0,25,0.009302572825855837
15.0,-75.0,55,0.020465660216882838
15.0,-70.0,92,0.034233467999149475
15.0,-65.0,157,0.05842015734637465
15.0,-60.0,12,0.0044652349564108015
15.0,-55.0,2,0.000744205826068467
15.0,-50.0,70,0.02604720391239634
15.0,-45.0,2,0.000744205826068467
15.0,-30.0,3,0.0011163087391027004
15.0,30.0,1,0.0003721029130342335
15.0,35.0,19,0.0070699553476504355
15.0,40.0,13,0.004837337869445035
15.0,55.0,4,0.001488411652136934
15.0,60.0,2,0.000744205826068467
15.0,65.0,1,0.0003721029130342335
15.0,70.0,8,0.002976823304273868
15.0,75.0,3,0.0011163087391027004
15.0,80.0,1,0.0003721029130342335
15.0,85.0,5,0.0018605145651711672
15.0,90.0,17,0.006325749521581969
15.0,95.0,54,0.020093557303848607
15.0,100.0,4,0.001488411652136934
15.0,105.0,1,0.0003721029130342335
15.0,115.0,85,0.031628747607909846
15.0,120.0,436,0.16223687008292578
15.0,125.0,1,0.0003721029130342335
15.0,140.0,49,0.01823304273867744
15.0,145.0,533,0.19833085264724643
15.0,160.0,1,0.0003721029130342335
15.0,165.0,2,0.000744205826068467
20.0,-170.0,1,0.0003721029130342335
20.0,-165.0,1,0.0003721029130342335
20.0,-160.0,8,0.002976823304273868
20.0,-120.0,7,0.002604720391239634
20.0,-115.0,6,0.0022326174782054007
20.0,-110.0,115,0.042791834998936844
20.0,-105.0,1,0.0003721029130342335
20.0,-100.0,3,0.0011163087391027004
20.0,-90.0,1,0.0003721029130342335
20.0,-85.0,1,0.0003721029130342335
20.0,-80.0,1,0.0003721029130342335
20.0,-75.0,3,0.0011163087391027004
20.0,-70.0,3,0.0011163087391027004
20.0,-65.0,5,0.0018605145651711672
20.0,-50.0,83,0.030884541781841378
20.0,-45.0,9,0.003348926217308101
20.0,25.0,1,0.0003721029130342335
20.0,30.0,1,0.0003721029130342335
20.0,60.0,16,0.005953646608547736
20.0,65.0,8,0.002976823304273868
20.0,70.0,16,0.005953646608547736
20.0,80.0,2,0.000744205826068467
20.0,85.0,4,0.001488411652136934
20.0,90.0,169,0.06288539230278545
20.0,95.0,106,0.03944290878162875
20.0,100.0,33,0.012279396130129704
20.0,105.0,8,0.002976823304273868
20.0,110.0,2,0.000744205826068467
20.0,115.0,22,0.008186264086753136
20.0,120.0,1051,0.39108016159897935
20.0,125.0,83,0.030884541781841378
20.0,135.0,1,0.0003721029130342335
20.0,140.0,321,0.11944503508398893
20.0,145.0,87,0.03237295343397831
25.0,-120.0,3,0.0011163087391027004
25.0,-115.0,90,0.033489262173081014
25.0,-110.0,30,0.011163087391027003
25.0,-95.0,1,0.0003721029130342335
25.0,-90.0,1,0.0003721029130342335
25.0,-70.0,3,0.0011163087391027004
25.0,-50.0,11,0.004093132043376568
25.0,-45.0,97,0.03609398256432064
25.0,-30.0,1,0.0003721029130342335
25.0,-20.0,2,0.000744205826068467
25.0,30.0,18,0.006697852434616202
25.0,35.0,4,0.001488411652136934
25.0,50.0,149,0.055443334042100785
25.0,55.0,203,0.07553689134594939
25.0,60.0,36,0.013395704869232404
25.0,65.0,88,0.032745056347012545
25.0,70.0,8,0.002976823304273868
25.0,75.0,3,0.0011163087391027004
25.0,80.0,58,0.02158196895598554
25.0,85.0,110,0.040931320433765676
25.0,90.0,82,0.030512438868807144
25.0,95.0,113,0.04204762917286838
25.0,100.0,109,0.040559217520731446
25.0,105.0,6,0.0022326174782054007
25.0,115.0,1,0.0003721029130342335
25.0,120.0,69,0.02567510099936211
25.0,125.0,487,0.1812141186476717
25.0,130.0,195,0.07256006804167553
25.0,135.0,117,0.04353604082500531
25.0,140.0,552,0.20540080799489688
30.0,-160.0,1,0.0003721029130342335
30.0,-135.0,1,0.0003721029130342335
30.0,-130.0,1,0.0003721029130342335
30.0,-120.0,105,0.03907080586859451
30.0,-115.0,21,0.007814161173718902
30.0,-110.0,2,0.000744205826068467
30.0,-105.0,9,0.003348926217308101
30.0,-65.0,6,0.0022326174782054007
30.0,-60.0,1,0.0003721029130342335
30.0,-45.0,61,0.02269827769508824
30.0,-40.0,38,0.014139910695300871
30.0,-35.0,1,0.0003721029130342335
30.0,-25.0,1,0.0003721029130342335
30.0,-20.0,1,0.0003721029130342335
30.0,-10.0,2,0.000744205826068467
30.0,-5.0,3,0.0011163087391027004
30.0,0.0,1,0.0003721029130342335
30.0,5.0,6,0.0022326174782054007
30.0,10.0,8,0.002976823304273868
30.0,15.0,3,0.0011163087391027004
30.0,20.0,34,0.012651499043163938
30.0,25.0,67,0.02493089517329364
30.0,30.0,26,0.00967467573889007
30.0,35.0,6,0.0022326174782054007
30.0,45.0,121,0.04502445247714225
30.0,50.0,52,0.01934935147778014
30.0,55.0,79,0.02939613012970444
30.0,60.0,23,0.008558366999787369
30.0,65.0,63,0.023442483521156708
30.0,70.0,115,0.042791834998936844
30.0,75.0,67,0.02493089517329364
30.0,80.0,58,0.02158196895598554
30.0,85.0,81,0.03014033595577291
30.0,90.0,77,0.028651924303635976
30.0,95.0,79,0.02939613012970444
30.0,100.0,97,0.03609398256432064
30.0,105.0,27,0.010046778651924304
30.0,110.0,4,0.001488411652136934
30.0,115.0,3,0.0011163087391027004
30.0,120.0,7,0.002604720391239634
30.0,125.0,14,0.005209440782479268
30.0,130.0,230,0.08558366999787369
30.0,135.0,375,0.13953859238783756
30.0,140.0,528,0.19647033808207526
35.0,-125.0,44,0.016372528173506273
35.0,-120.0,88,0.032745056347012545
35.0,-115.0,7,0.002604720391239634
35.0,-110.0,1,0.0003721029130342335
35.0,-105.0,2,0.000744205826068467
35.0,-100.0,5,0.0018605145651711672
35.0,-90.0,2,0.000744205826068467
35.0,-85.0,3,0.0011163087391027004
35.0,-80.0,1,0.0003721029130342335
35.0,-40.0,30,0.011163087391027003
35.0,-35.0,35,0.01302360195619817
35.0,-30.0,27,0.010046778651924304
35.0,-25.0,12,0.0044652349564108015
35.0,-20.0,7,0.002604720391239634
35.0,-15.0,9,0.003348926217308101
35.0,-10.0,5,0.0018605145651711672
35.0,-5.0,32,0.011907293217095471
35.0,0.0,41,0.015256219434403572
35.0,5.0,17,0.006325749521581969
35.0,10.0,18,0.006697852434616202
35.0,15.0,31,0.011535190304061237
35.0,20.0,281,0.1045609185626196
35.0,25.0,210,0.07814161173718902
35.0,30.0,47,0.01748883691260897
35.0,35.0,101,0.03758239421645758
35.0,40.0,95,0.03534977673825218
35.0,45.0,53,0.019721454390814373
35.0,50.0,44,0.016372528173506273
35.0,55.0,28,0.010418881564958536
35.0,60.0,8,0.002976823304273868
35.0,65.0,107,0.03981501169466298
35.0,70.0,648,0.24112268764618328
35.0,75.0,127,0.04725706995534765
35.0,80.0,50,0.018605145651711674
35.0,85.0,26,0.00967467573889007
35.0,90.0,54,0.020093557303848607
35.0,95.0,82,0.030512438868807144
35.0,100.0,48,0.017860939825643206
35.0,105.0,7,0.002604720391239634
35.0,110.0,9,0.003348926217308101
35.0,115.0,31,0.011535190304061237
35.0,120.0,4,0.001488411652136934
35.0,125.0,6,0.0022326174782054007
35.0,130.0,30,0.011163087391027003
35.0,135.0,227,0.084467361258771
35.0,140.0,1860,0.6921114182436742
35.0,145.0,2,0.000744205826068467
40.0,-150.0,1,0.0003721029130342335
40.0,-135.0,4,0.001488411652136934
40.0,-130.0,272,0.1012119923453115
40.0,-125.0,46,0.017116733999574738
40.0,-120.0,1,0.0003721029130342335
40.0,-115.0,24,0.008930469912821603
40.0,-110.0,3,0.0011163087391027004
40.0,-85.0,1,0.0003721029130342335
40.0,-75.0,2,0.000744205826068467
40.0,-60.0,1,0.0003721029130342335
40.0,-35.0,5,0.0018605145651711672
40.0,-30.0,59,0.021954071869019775
40.0,-10.0,6,0.0022326174782054007
40.0,-5.0,1,0.0003721029130342335
40.0,0.0,1,0.0003721029130342335
40.0,5.0,3,0.0011163087391027004
40.0,10.0,62,0.023070380608122474
40.0,15.0,74,0.027535615564533274
40.0,20.0,66,0.024558792260259407
40.0,25.0,33,0.012279396130129704
40.0,30.0,15,0.005581543695513501
40.0,35.0,6,0.0022326174782054007
40.0,40.0,43,0.01600042526047204
40.0,45.0,51,0.018977248564745905
40.0,50.0,29,0.01079098447799277
40.0,60.0,21,0.007814161173718902
40.0,65.0,7,0.002604720391239634
40.0,70.0,50,0.018605145651711674
40.0,75.0,97,0.03609398256432064
40.0,80.0,66,0.024558792260259407
40.0,85.0,44,0.016372528173506273
40.0,90.0,6,0.0022326174782054007
40.0,95.0,3,0.0011163087391027004
40.0,100.0,6,0.0022326174782054007
40.0,105.0,9,0.003348926217308101
40.0,110.0,4,0.001488411652136934
40.0,115.0,4,0.001488411652136934
40.0,120.0,16,0.005953646608547736
40.0,125.0,2,0.000744205826068467
40.0,130.0,36,0.013395704869232404
40.0,135.0,134,0.04986179034658728
40.0,140.0,795,0.2958218158622156
40.0,145.0,1198,0.4457792898150117
40.0,150.0,111,0.041303423346799914
40.0,155.0,1,0.0003721029130342335
45.0,-135.0,6,0.0022326174782054007
45.0,-130.0,81,0.03014033595577291
45.0,-125.0,24,0.008930469912821603
45.0,-115.0,3,0.0011163087391027004
45.0,-80.0,2,0.000744205826068467
45.0,-75.0,1,0.0003721029130342335
45.0,-70.0,4,0.001488411652136934
45.0,-30.0,52,0.01934935147778014
45.0,-5.0,2,0.000744205826068467
45.0,0.0,1,0.0003721029130342335
45.0,5.0,4,0.001488411652136934
45.0,10.0,26,0.00967467573889007
45.0,15.0,7,0.002604720391239634
45.0,20.0,6,0.0022326174782054007
45.0,25.0,29,0.01079098447799277
45.0,35.0,1,0.0003721029130342335
45.0,70.0,1,0.0003721029130342335
45.0,75.0,1,0.0003721029130342335
45.0,80.0,8,0.002976823304273868
45.0,85.0,17,0.006325749521581969
45.0,90.0,15,0.005581543695513501
45.0,95.0,7,0.002604720391239634
45.0,100.0,4,0.001488411652136934
45.0,105.0,1,0.0003721029130342335
45.0,115.0,1,0.0003721029130342335
45.0,120.0,3,0.0011163087391027004
45.0,125.0,2,0.000744205826068467
45.0,135.0,11,0.004093132043376568
45.0,140.0,63,0.023442483521156708
45.0,145.0,125,0.04651286412927918
45.0,150.0,874,0.32521794599192005
45.0,155.0,349,0.12986391664894747
45.0,160.0,2,0.000744205826068467
45.0,175.0,3,0.0011163087391027004
50.0,-180.0,681,0.25340208377631296
50.0,-175.0,374,0.1391664894748033
50.0,-170.0,353,0.1313523283010844
50.0,-165.0,206,0.0766532000850521
50.0,-160.0,49,0.01823304273867744
50.0,-155.0,2,0.000744205826068467
50.0,-145.0,1,0.0003721029130342335
50.0,-135.0,106,0.03944290878162875
50.0,-130.0,32,0.011907293217095471
50.0,-125.0,1,0.0003721029130342335
50.0,-40.0,72,0.02679140973846481
50.0,-35.0,45,0.016744631086540507
50.0,-30.0,7,0.002604720391239634
50.0,-5.0,1,0.0003721029130342335
50.0,0.0,1,0.0003721029130342335
50.0,5.0,4,0.001488411652136934
50.0,10.0,1,0.0003721029130342335
50.0,15.0,7,0.002604720391239634
50.0,50.0,1,0.0003721029130342335
50.0,55.0,1,0.0003721029130342335
50.0,85.0,21,0.007814161173718902
50.0,90.0,10,0.0037210291303423344
50.0,95.0,19,0.0070699553476504355
50.0,100.0,15,0.005581543695513501
50.0,105.0,12,0.0044652349564108015
50.0,110.0,5,0.0018605145651711672
50.0,120.0,1,0.0003721029130342335
50.0,125.0,1,0.0003721029130342335
50.0,130.0,1,0.0003721029130342335
50.0,140.0,26,0.00967467573889007
50.0,145.0,9,0.003348926217308101
50.0,150.0,41,0.015256219434403572
50.0,155.0,645,0.24000637890708057
50.0,160.0,615,0.22884329151605357
50.0,165.0,64,0.023814586434190942
50.0,170.0,126,0.046884967042313416
50.0,175.0,340,0.12651499043163938
55.0,-180.0,2,0.000744205826068467
55.0,-170.0,7,0.002604720391239634
55.0,-165.0,19,0.0070699553476504355
55.0,-160.0,80,0.029768233042738675
55.0,-155.0,150,0.055815436955135016
55.0,-150.0,27,0.010046778651924304
55.0,-145.0,31,0.011535190304061237
55.0,-140.0,27,0.010046778651924304
55.0,-135.0,7,0.002604720391239634
55.0,-125.0,1,0.0003721029130342335
55.0,-120.0,2,0.000744205826068467
55.0,-60.0,1,0.0003721029130342335
55.0,-40.0,11,0.004093132043376568
55.0,-35.0,118,0.04390814373803955
55.0,-30.0,4,0.001488411652136934
55.0,0.0,1,0.0003721029130342335
55.0,105.0,1,0.0003721029130342335
55.0,110.0,21,0.007814161173718902
55.0,115.0,7,0.002604720391239634
55.0,120.0,11,0.004093132043376568
55.0,125.0,1,0.0003721029130342335
55.0,130.0,2,0.000744205826068467
55.0,135.0,1,0.0003721029130342335
55.0,140.0,1,0.0003721029130342335
55.0,145.0,2,0.000744205826068467
55.0,150.0,2,0.000744205826068467
55.0,155.0,12,0.0044652349564108015
55.0,160.0,187,0.06958324473740166
55.0,165.0,53,0.019721454390814373
60.0,-180.0,4,0.001488411652136934
60.0,-175.0,1,0.0003721029130342335
60.0,-160.0,3,0.0011163087391027004
60.0,-155.0,88,0.032745056347012545
60.0,-150.0,67,0.02493089517329364
60.0,-145.0,37,0.013767807782266637
60.0,-140.0,10,0.0037210291303423344
60.0,-135.0,4,0.001488411652136934
60.0,-130.0,4,0.001488411652136934
60.0,-125.0,14,0.005209440782479268
60.0,-90.0,1,0.0003721029130342335
60.0,-75.0,2,0.000744205826068467
60.0,-70.0,1,0.0003721029130342335
60.0,-65.0,1,0.0003721029130342335
60.0,-45.0,1,0.0003721029130342335
60.0,-30.0,14,0.005209440782479268
60.0,-25.0,27,0.010046778651924304
60.0,-20.0,81,0.03014033595577291
60.0,0.0,6,0.0022326174782054007
60.0,145.0,3,0.0011163087391027004
60.0,150.0,2,0.000744205826068467
60.0,155.0,2,0.000744205826068467
60.0,160.0,2,0.000744205826068467
60.0,165.0,65,0.024186689347225173
60.0,170.0,2,0.000744205826068467
60.0,175.0,1,0.0003721029130342335
65.0,-180.0,1,0.0003721029130342335
65.0,-175.0,5,0.0018605145651711672
65.0,-170.0,5,0.0018605145651711672
65.0,-165.0,8,0.002976823304273868
65.0,-160.0,10,0.0037210291303423344
65.0,-155.0,8,0.002976823304273868
65.0,-150.0,8,0.002976823304273868
65.0,-145.0,9,0.003348926217308101
65.0,-140.0,3,0.0011163087391027004
65.0,-135.0,2,0.000744205826068467
65.0,-100.0,1,0.0003721029130342335
65.0,-95.0,1,0.0003721029130342335
65.0,-30.0,1,0.0003721029130342335
65.0,-20.0,21,0.007814161173718902
65.0,-10.0,1,0.0003721029130342335
65.0,5.0,1,0.0003721029130342335
65.0,10.0,1,0.0003721029130342335
65.0,135.0,3,0.0011163087391027004
65.0,140.0,10,0.0037210291303423344
65.0,145.0,2,0.000744205826068467
65.0,175.0,1,0.0003721029130342335
70.0,-135.0,5,0.0018605145651711672
70.0,-95.0,4,0.001488411652136934
70.0,-75.0,2,0.000744205826068467
70.0,-20.0,9,0.003348926217308101
70.0,-15.0,23,0.008558366999787369
70.0,-10.0,26,0.00967467573889007
70.0,-5.0,22,0.008186264086753136
70.0,0.0,19,0.0070699553476504355
70.0,5.0,37,0.013767807782266637
70.0,10.0,4,0.001488411652136934
70.0,115.0,1,0.0003721029130342335
70.0,120.0,1,0.0003721029130342335
70.0,125.0,1,0.0003721029130342335
70.0,130.0,5,0.0018605145651711672
70.0,140.0,1,0.0003721029130342335
75.0,-125.0,1,0.0003721029130342335
75.0,-120.0,8,0.002976823304273868
75.0,-115.0,1,0.0003721029130342335
75.0,-110.0,2,0.000744205826068467
75.0,-75.0,1,0.0003721029130342335
75.0,-20.0,1,0.0003721029130342335
75.0,-5.0,3,0.0011163087391027004
75.0,0.0,20,0.007442058260684669
75.0,5.0,29,0.01079098447799277
75.0,10.0,1,0.0003721029130342335
75.0,15.0,2,0.000744205826068467
75.0,20.0,2,0.000744205826068467
75.0,110.0,1,0.0003721029130342335
75.0,120.0,4,0.001488411652136934
75.0,125.0,8,0.002976823304273868
75.0,130.0,5,0.0018605145651711672
75.0,135.0,1,0.0003721029130342335
80.0,-120.0,1,0.0003721029130342335
80.0,-110.0,1,0.0003721029130342335
80.0,-35.0,1,0.0003721029130342335
80.0,-30.0,2,0.000744205826068467
80.0,-20.0,2,0.000744205826068467
80.0,-10.0,6,0.0022326174782054007
80.0,-5.0,23,0.008558366999787369
80.0,0.0,8,0.002976823304273868
80.0,10.0,1,0.0003721029130342335
80.0,95.0,7,0.002604720391239634
80.0,105.0,4,0.001488411652136934
80.0,110.0,2,0.000744205826068467
80.0,115.0,7,0.002604720391239634
80.0,120.0,7,0.002604720391239634
85.0,-75.0,1,0.0003721029130342335
85.0,-25.0,1,0.0003721029130342335
85.0,5.0,1,0.0003721029130342335
85.0,10.0,2,0.000744205826068467
85.0,20.0,1,0.0003721029130342335
85.0,30.0,5,0.0018605145651711672
85.0,35.0,2,0.000744205826068467
85.0,40.0,1,0.0003721029130342335
85.0,45.0,1,0.0003721029130342335
85.0,50.0,2,0.000744205826068467
85.0,55.0,2,0.000744205826068467
85.0,60.0,2,0.000744205826068467
85.0,70.0,2,0.000744205826068467
85.0,75.0,1,0.0003721029130342335
85.0,80.0,10,0.0037210291303423344
85.0,85.0,19,0.0070699553476504355
85.0,90.0,6,0.0022326174782054007
85.0,95.0,6,0.0022326174782054007
